Latitude,Longitude
12.966832,77.573806
12.931698,77.577067
12.925371,77.585133
12.990032,77.567544
12.985009,77.638298
12.98147,77.583368
12.977144,77.594353
12.980861,77.603448
12.981881,77.646979
12.936975,77.627901
12.967949,77.650191
13.00286,77.600241
12.995069,77.58486
12.941093,77.57194
12.923049,77.5715
12.997242,77.580445
12.962157,77.568971
12.978721,77.583485
12.941386,77.592577
12.974323,77.591565
12.985443,77.582183
12.964915,77.570408
12.958434,77.645653
12.987904,77.554494
12.998574,77.568687
13.017788,77.542523
13.005783,77.572195
13.004416,77.60794
12.977394,77.631316
12.947065,77.584272
12.954598,77.565115
12.960097,77.591083
12.981378,77.63487
12.969462,77.630771
13.026017,77.584858
12.98883,77.651997
12.95988,77.56372
12.959357,77.631082
12.996183,77.639959
12.989865,77.574242
12.994834,77.56081
12.973144,77.564539
12.986566,77.625566
12.992455,77.554924
12.982594,77.640082
12.949912,77.640435
12.990624,77.649959
12.968074,77.594101
12.913769,77.606183
12.98793,77.549167
12.992908,77.532827
13.005275,77.591717
12.965303,77.569507
12.994583,77.567762
12.984427,77.666222
12.997741,77.558835
12.98391,77.579967
12.968675,77.566346
12.993256,77.65384
12.969585,77.632776
12.995519,77.576555
12.912519,77.566381
12.993125,77.55532
12.993725,77.577666
12.959899,77.548246
12.973162,77.577365
12.970311,77.573834
13.017388,77.658571
12.954321,77.650439
12.961835,77.575945
12.960955,77.584788
12.939315,77.546219
12.97111,77.580847
12.965845,77.585046
12.960006,77.576673
12.96996,77.571217
12.945934,77.595867
12.965836,77.586537
12.964629,77.54867
12.984596,77.560839
12.997473,77.577265
12.910026,77.592921
12.971143,77.658417
12.975367,77.577213
12.912721,77.563264
12.971927,77.569553
12.938089,77.611378
12.957046,77.584337
12.968616,77.556328
12.970565,77.559838
12.953595,77.573023
12.985434,77.660511
12.985012,77.645383
12.987999,77.588169
12.95757,77.595282
12.971467,77.572435
12.947128,77.553904
12.977305,77.587788
13.011496,77.636182
12.91371,77.60323
13.011232,77.565891
12.997306,77.572667
12.996416,77.55243
12.958348,77.567159
12.999503,77.569489
12.979171,77.576983
12.967624,77.549564
12.942868,77.561593
13.021796,77.581634
12.970898,77.636857
12.992105,77.620054
12.935932,77.593923
12.980975,77.585778
12.950014,77.579602
12.921188,77.573914
12.998598,77.575808
12.980435,77.572071
12.983932,77.577234
12.978231,77.62905
12.973309,77.649993
12.925363,77.5945
12.936663,77.548502
12.977697,77.559981
13.005246,77.543162
12.994473,77.550879
12.962872,77.544728
12.968466,77.662036
13.0144,77.568656
12.998992,77.588862
12.938576,77.576375
12.939488,77.5682
12.913685,77.583515
12.922938,77.593859
12.947433,77.544244
12.976091,77.551687
12.965312,77.560898
12.932458,77.571817
12.945282,77.567934
12.975332,77.662072
13.003274,77.605849
12.930284,77.613995
12.928346,77.604447
12.968423,77.55989
12.978637,77.578267
12.966105,77.555522
12.99889,77.545505
12.980601,77.58278
12.943328,77.547847
12.980707,77.627917
12.969557,77.648284
12.987196,77.620273
12.966246,77.586496
12.960707,77.566797
12.969848,77.642821
13.003419,77.551755
12.972658,77.570146
12.947748,77.575301
12.978117,77.58467
12.959158,77.566373
12.977342,77.570363
12.987943,77.57237
12.987007,77.585292
12.986916,77.582
12.951322,77.563229
12.980955,77.582526
12.976638,77.625502
13.003476,77.628023
12.979056,77.557707
12.928077,77.566918
13.023788,77.567005
12.984941,77.577248
12.915099,77.570293
12.977901,77.582566
12.960637,77.644158
12.957834,77.532912
12.948335,77.593454
12.97776,77.631677
12.92766,77.545028
12.980068,77.649702
12.969781,77.538199
12.978185,77.588107
12.989443,77.566088
12.977881,77.621921
12.983451,77.582535
12.938501,77.582675
12.980638,77.65057
13.009212,77.652355
12.957759,77.595809
12.996642,77.562191
12.986749,77.636694
12.994377,77.551976
13.015251,77.583529
12.938584,77.531315
12.982512,77.611769
12.979547,77.578645
12.948524,77.585445
12.971237,77.581278
12.974455,77.637439
12.984502,77.583424
13.003961,77.546055
13.006099,77.578591
12.964722,77.5884
12.961321,77.587126
13.002679,77.560738
12.999532,77.584165
12.990552,77.595148
12.964904,77.574241
12.980868,77.582742
12.992729,77.57177
12.995652,77.567411
12.953197,77.65603
12.934297,77.595162
12.980067,77.649136
12.932828,77.572464
12.970805,77.643987
12.928072,77.552717
12.97984,77.654053
12.927908,77.566775
12.972241,77.571833
12.92979,77.593315
12.974592,77.632532
12.967765,77.58875
13.009889,77.594668
12.983235,77.576217
12.974396,77.619694
12.957115,77.58538
12.950718,77.571102
12.974903,77.601635
12.963609,77.592725
12.985564,77.587321
12.958385,77.558484
12.969556,77.562544
13.013989,77.58417
12.97489,77.565473
12.974908,77.625539
12.97425,77.58398
12.926788,77.589541
12.9494,77.579936
12.996556,77.576154
12.96939,77.576426
13.027847,77.586107
12.99003,77.576079
12.938661,77.57022
12.996204,77.558225
12.999718,77.595813
12.959827,77.603739
13.007382,77.587693
12.949232,77.574444
12.971546,77.567328
12.976447,77.578518
12.990603,77.555334
12.973923,77.563692
12.961469,77.671584
13.010851,77.596305
12.963259,77.554765
12.966903,77.63488
12.983161,77.66165
12.921012,77.567103
12.98218,77.633811
12.996452,77.56095
12.984398,77.580523
12.989676,77.574182
13.016289,77.541289
12.930903,77.582489
12.991478,77.566639
12.991698,77.579612
12.971621,77.564597
12.990077,77.569594
13.0191,77.557166
12.977998,77.648585
12.921504,77.599856
12.961624,77.664079
12.943043,77.616078
12.982352,77.563281
12.988624,77.638769
12.939175,77.579149
12.996268,77.636034
12.966061,77.564467
12.948317,77.547471
12.974297,77.596121
12.92808,77.561748
12.954705,77.653569
12.996544,77.598429
12.984051,77.588855
12.942223,77.568865
12.965359,77.566847
12.961347,77.552751
12.957449,77.583395
12.977155,77.580053
12.968331,77.660815
12.958138,77.649359
12.99328,77.579767
12.979959,77.597644
12.982461,77.569075
13.0027,77.57461
12.930037,77.57276
13.014767,77.561499
12.994698,77.581436
12.914094,77.591452
12.926595,77.571711
12.980779,77.56213
12.920189,77.582774
12.988408,77.643959
12.983176,77.647681
12.989723,77.57462
13.004674,77.561758
13.003182,77.56303
12.941929,77.590356
12.972804,77.590828
13.013243,77.568554
12.94794,77.610915
12.974296,77.667978
12.973704,77.570426
12.984473,77.628904
12.962254,77.592235
12.975278,77.588971
12.966809,77.564247
12.925651,77.571421
12.914222,77.568601
12.972037,77.580253
12.969358,77.550227
12.917953,77.581552
12.964007,77.641524
12.986669,77.657439
12.969021,77.629357
12.965827,77.629098
12.986743,77.56851
12.97892,77.570952
13.008209,77.610007
13.007879,77.565938
12.968502,77.606229
12.978141,77.593636
12.925534,77.584324
12.922164,77.565661
12.956259,77.625043
12.971235,77.55333
12.953466,77.611971
12.981258,77.622329
12.971024,77.563187
12.954097,77.564922
12.955325,77.654082
12.997725,77.575937
12.961851,77.555977
12.995697,77.594768
12.991455,77.563822
12.967893,77.607655
12.980923,77.635773
12.96777,77.556891
12.978002,77.562161
13.013651,77.576122
12.982148,77.649965
12.96367,77.606462
13.002409,77.59074
12.965329,77.572409
12.93617,77.566627
12.939468,77.594214
12.956222,77.55328
12.96121,77.581478
12.989193,77.66632
12.948444,77.592234
12.986358,77.571333
12.960232,77.551524
12.959667,77.624832
12.967548,77.652292
12.962058,77.577349
12.94907,77.562654
12.982246,77.605732
12.919856,77.578496
12.978922,77.603078
12.974045,77.618621
12.93696,77.590157
12.954668,77.602731
13.000742,77.528934
12.990269,77.59426
13.013773,77.54826
12.981059,77.561926
12.995123,77.579352
12.988775,77.594523
13.000454,77.550094
12.975938,77.618672
12.989394,77.573774
12.993882,77.663822
13.002753,77.582193
12.999894,77.600864
12.977071,77.597494
12.978952,77.649883
13.003262,77.573581
12.987746,77.533064
12.950673,77.630432
13.001652,77.559123
12.981768,77.565425
12.999771,77.596476
12.990511,77.634591
12.953602,77.62838
12.930313,77.551124
12.971096,77.589507
12.965446,77.579974
12.979877,77.64251
12.96297,77.599754
13.006565,77.560711
12.93689,77.600483
12.969627,77.551406
12.981459,77.639881
12.933635,77.568886
12.949546,77.584238
12.935277,77.584895
13.016357,77.582126
13.037766,77.562145
12.946073,77.562239
12.929266,77.577674
12.96188,77.646743
12.977064,77.578289
12.967611,77.588966
12.939276,77.551466
12.96979,77.575997
12.916482,77.598418
12.92797,77.557348
